/* DATA DESCRIPTION:
Citation:	Thomas, Nicola C; Bradbury, Harold J; Hodell, David A (2022): Determination of stable isotopes of IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.945863, 
	In: Thomas, NC et al. (2022): Reconstructed paleo-oxygen concentration, stable isotope measurements and Gaussian interpolated Δδ13C obtained from the IODP Site 339-U1385 for the past 1.5 Ma, including trace element analyses and Uvigerina spp. abundance over MIS 27-21. PANGAEA, https://doi.org/10.1594/PANGAEA.945872
Keyword(s):	Biological pump; Ice core; Inorganic carbon storage; MPT; Oxygen concentration
Coverage:	LATITUDE: 37.571416 * LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM ELEVATION: -2587.0 m * MAXIMUM ELEVATION: -2587.0 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
Parameter(s):	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: IODP 339-U1385 Depth (crmcd) Gint Age (ka BP)
	AGE [ka BP] (Age) * GEOCODE * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Age model, LR04 Lisiecki & Raymo (2005) (URI: https://doi.org/10.1029/2004PA001071)
	Cibicidoides wuellerstorfi, δ18O [‰ PDB] (C. wuellerstorfi δ18O) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Cibicidoides wuellerstorfi, δ13C [‰ PDB] (C. wuellerstorfi δ13C) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Globobulimina affinis, δ18O [‰ PDB] (G. affinis δ18O) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Globobulimina affinis, δ13C [‰ PDB] (G. affinis δ13C) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Δδ13C, gradient [‰ PDB] (Δδ13C grad) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: Between Cibicidoides wuellerstorfi and Globobulimina affinis [vs VPDB]
	Oxygen [µmol/kg] (O2) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Calculated according to Hoogakker et al., 2015 (URI: https://doi.org/10.1038/ngeo2317)
	Oxygen [µmol/kg] (O2) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Calculated according to Hoogakker et al., 2015 (URI: https://doi.org/10.1038/ngeo2317) * COMMENT: Truncated
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	27590 data points
*/
Depth corr cr [crmcd] (IODP 339-U1385 Depth (crmcd) ...)	Age [ka BP] (Age model, LR04 Lisiecki & Ra...)	C. wuellerstorfi δ18O [‰ PDB] (vs VPDB)	C. wuellerstorfi δ13C [‰ PDB] (vs VPDB)	G. affinis δ18O [‰ PDB] (vs VPDB)	G. affinis δ13C [‰ PDB] (vs VPDB)	Δδ13C grad [‰ PDB] (Between Cibicidoides wuellers...)	O2 [µmol/kg] (Calculated according to Hooga...)	O2 [µmol/kg] (Truncated, Calculated accordi...)
107.53	939.67	3.00	0.42	3.750	-2.63	3.05	390.16	235.00
107.56	939.91	2.82	0.47	4.020	-2.66	3.13	402.05	235.00
107.57	939.99	2.85	0.11	3.960	-2.59	2.70	335.78	235.00
107.61	940.30	3.21	0.69	3.840	-2.74	3.43	449.53	235.00
107.65	940.61	3.08	0.64	3.410	-2.49	3.13	402.19	235.00
107.68	940.85	2.90	0.27	3.870	-2.62	2.89	364.38	235.00
107.73	941.24	2.68	1.25	4.000	-2.19	3.44	450.94	235.00
107.76	941.48	3.14	0.69	3.950	-2.35	3.04	388.20	235.00
107.77	941.55	3.24	0.69	3.850	-1.64	2.32	276.41	235.00
107.85	942.18	3.26	0.66	3.520	-2.05	2.71	336.41	235.00
107.93	942.81	2.90	0.62	2.030	-2.59	3.21	415.00	235.00
107.96	943.04	3.02	0.70	3.920	-2.07	2.77	346.47	235.00
107.97	943.12	3.14	0.71	4.010	-2.06	2.77	346.09	235.00
108.00	943.36	3.12	0.61	4.080	-2.15	2.76	344.06	235.00
108.01	943.44	3.09	0.66	2.510	-2.66	3.32	431.25	235.00
108.04	943.67	2.82	0.63	3.780	-2.38	3.01	384.22	235.00
108.05	943.75	3.12	0.59	2.770	-1.86	2.45	296.56	235.00
108.09	944.06	2.93	0.65	4.230	-2.22	2.87	361.72	235.00
108.12	944.30	3.07	0.73	3.880	-2.28	3.01	384.32	235.00
108.13	944.38	3.12	0.81	3.980	-2.28	3.09	396.41	235.00
108.17	944.69	3.17	0.75	3.740	-2.15	2.90	366.25	235.00
108.20	944.93	3.14	0.75	3.260	-2.57	3.31	431.08	235.00
108.21	945.01	3.16	0.62	3.910	-2.03	2.65	328.01	235.00
108.28	945.55	3.06	0.74	3.550	-2.58	3.32	431.44	235.00
108.32	945.87	3.10	0.79	3.750	-2.33	3.12	400.09	235.00
108.47	947.04	3.07	0.70	3.780	-2.13	2.83	355.47	235.00
108.51	947.36	2.92	0.75	3.870	-2.04	2.79	349.84	235.00
108.54	947.59	2.84	0.73	3.850	-2.30	3.03	386.68	235.00
108.55	947.67	2.92	0.72	4.070	-2.32	3.03	387.48	235.00
108.58	947.91	2.90	0.75	3.800	-2.39	3.13	402.53	235.00
108.59	947.99	2.96	0.59	3.730	-2.26	2.85	358.39	235.00
108.62	948.22	2.99	0.70	3.500	-2.42	3.12	401.53	235.00
108.66	948.53	2.93	0.66	3.700	-2.42	3.07	393.46	235.00
108.67	948.61	2.89	0.71	3.730	-2.20	2.91	367.45	235.00
108.95	950.81	2.84	0.84	3.750	-2.24	3.08	395.16	235.00
109.02	951.36	2.83	0.73	3.600	-2.41	3.13	402.76	235.00
109.11	952.06	2.76	0.81	3.820	-2.20	3.02	384.41	235.00
109.15	952.38	2.71	0.75	3.720	-1.93	2.68	331.88	235.00
109.19	952.69	2.75	0.75	3.850	-2.41	3.16	407.77	235.00
109.27	953.32	2.77	0.90	3.780	-2.17	3.06	392.12	235.00
109.28	953.40	2.85	0.69	3.400	-2.26	2.95	374.26	235.00
109.30	953.55	2.74	0.66	3.020	-2.24	2.90	365.83	235.00
109.31	953.63	2.78	0.70	3.720	-2.21	2.91	367.66	235.00
109.34	953.87	2.70	0.69	3.300	-3.42	4.11	555.33	235.00
109.35	953.94	2.89	0.76	3.660	-2.18	2.94	372.67	235.00
109.38	954.18	2.78	0.72	3.390	-2.15	2.87	362.03	235.00
109.40	954.34	2.90	0.76	3.430	-2.19	2.95	373.98	235.00
109.42	954.49	2.67	0.59	3.750	-2.28	2.87	362.36	235.00
109.43	954.57	2.81	0.74	3.540	-2.29	3.03	385.94	235.00
109.50	955.12	2.70	0.75	3.660	-2.45	3.20	413.33	235.00
109.51	955.20	2.78	0.73	3.830	-2.36	3.09	396.56	235.00
109.55	955.51	2.77	0.73	3.760	-2.34	3.08	393.92	235.00
109.59	955.84	2.72	0.50	3.700	-2.24	2.74	341.41	235.00
109.61	955.98	3.04	0.88	3.800	-2.51	3.39	443.44	235.00
109.65	956.28	2.71	0.44	3.740	-2.53	2.97	377.61	235.00
109.66	956.38	3.29	1.00	3.730	-2.42	3.42	447.50	235.00
109.70	956.72	2.68	0.39	3.370	-2.45	2.84	357.28	235.00
109.72	956.83	2.93	0.85	3.440	-2.32	3.17	407.81	235.00
109.76	957.16	2.66	0.45	3.610	-2.41	2.85	358.72	235.00
109.77	957.22	2.52	0.46	3.610	-2.38	2.84	357.03	235.00
109.79	957.41	2.69	0.52	3.340	-2.50	3.02	384.64	235.00
109.80	957.47	2.79	0.71	3.570	-2.45	3.16	406.25	235.00
109.81	957.53	2.57	0.50	3.760	-2.56	3.06	392.03	235.00
109.82	957.65	2.72	-0.25	3.590	-2.17	1.93	214.08	214.08
109.83	957.71	2.48	0.28	3.530	-2.38	2.66	329.52	235.00
109.85	957.90	3.02	-0.53	3.700	-2.00	1.48	144.06	144.06
109.86	957.96	2.67	-0.36	3.820	-1.96	1.60	162.66	162.66
109.90	958.27	2.59	-0.05	3.720	-1.85	1.80	194.47	194.47
109.91	958.33	2.79	0.02	3.720	-1.96	1.98	222.15	222.15
109.93	958.51	2.63	-0.39	3.720	-1.97	1.58	160.35	160.35
109.94	958.57	2.77	-0.15	3.820	-1.93	1.78	191.41	191.41
109.96	958.95	3.19	-0.30	3.830	-2.17	1.86	204.34	204.34
109.97	959.12	2.91	0.48	4.360	-2.26	2.74	341.75	235.00
110.00	959.63	3.52	-0.12	4.030	-1.95	1.84	200.01	200.01
110.00	959.80	3.76	0.14	4.130	-2.10	2.24	263.72	235.00
110.03	960.31	3.52	-0.39	4.440	-2.03	1.64	169.94	169.94
110.03	960.48	3.15	-0.33	4.240	-2.02	1.69	177.94	177.94
110.06	960.99	3.93	0.34	4.780	-2.07	2.41	289.79	235.00
110.07	961.16	3.77	0.22	4.820	-1.99	2.21	258.28	235.00
110.09	961.67	3.77	-0.03	4.590	-2.03	2.00	225.69	225.69
110.12	962.35	4.13	0.36	4.680	-1.91	2.27	267.98	235.00
110.13	962.52	4.10	0.32	5.020	-2.14	2.46	297.81	235.00
110.15	963.03	4.01	0.50	4.880	-1.95	2.45	295.67	235.00
110.16	963.20	3.96	0.34	4.720	-1.90	2.24	263.08	235.00
110.19	963.90	3.60	0.52	4.430	-1.92	2.44	294.23	235.00
110.20	964.14	3.95	0.47	4.840	-1.76	2.23	261.17	235.00
110.24	964.85	3.65	0.54	4.590	-1.85	2.39	286.85	235.00
110.25	965.08	3.77	0.41	4.840	-1.91	2.32	275.47	235.00
110.28	965.79	3.62	0.40	4.830	-1.82	2.21	259.34	235.00
110.29	966.02	3.82	0.49	4.890	-1.86	2.34	279.53	235.00
110.32	966.73	3.69	0.36	4.570	-1.89	2.25	264.30	235.00
110.33	966.97	3.92	0.58	4.910	-2.05	2.63	323.62	235.00
110.37	967.67	3.69	0.53	4.840	-1.99	2.52	306.37	235.00
110.38	967.91	3.83	0.46	4.790	-1.92	2.38	284.56	235.00
110.41	968.62	3.70	0.34	4.410	-1.85	2.19	256.13	235.00
110.42	968.85	3.80	0.51	4.720	-1.86	2.37	283.59	235.00
110.45	969.56	3.33	0.62	4.420	-1.99	2.60	320.01	235.00
110.51	970.74	3.57	0.73	4.730	-1.99	2.71	337.03	235.00
110.54	971.44	3.53	0.61	4.470	-2.12	2.73	339.36	235.00
110.58	972.38	3.70	0.66	4.580	-1.89	2.56	312.58	235.00
110.60	972.62	3.61	0.61	4.550	-1.93	2.54	309.54	235.00
110.63	973.33	3.55	0.85	4.250	-1.82	2.67	330.63	235.00
110.64	973.56	3.42	0.63	4.370	-2.05	2.68	332.34	235.00
110.67	974.27	3.23	0.67	4.390	-1.92	2.59	318.64	235.00
110.68	974.50	3.58	0.66	4.260	-2.22	2.88	363.13	235.00
110.71	975.21	3.59	0.72	4.140	-1.91	2.63	324.26	235.00
110.73	975.45	3.77	0.58	4.780	-1.99	2.57	315.57	235.00
110.76	976.15	3.65	0.60	4.790	-1.87	2.47	299.01	235.00
110.80	977.06	3.22	0.65	4.280	-1.82	2.47	299.26	235.00
110.81	977.27	3.55	0.64	4.380	-2.26	2.90	366.56	235.00
110.88	978.40	2.95	0.24	4.020	-2.27	2.52	306.41	235.00
110.96	979.07	3.21	0.36	4.040	-2.40	2.76	344.10	235.00
110.96	979.14	3.38	0.44	4.090	-2.04	2.48	300.63	235.00
110.99	979.36	3.24	0.46	4.000	-2.26	2.72	338.39	235.00
111.00	979.43	3.20	0.53	4.200	-2.13	2.66	328.91	235.00
111.02	979.64	3.20	0.51	3.870	-2.29	2.80	350.96	235.00
111.03	979.72	3.15	0.54	4.250	-1.97	2.51	305.74	235.00
111.04	979.79	3.20	0.56	5.150	-1.47	2.03	229.69	229.69
111.06	979.93	3.18	0.52	4.000	-2.09	2.61	321.29	235.00
111.06	980.00	3.34	0.55	4.590	-2.23	2.78	347.71	235.00
111.09	980.22	3.25	0.29	4.050	-2.08	2.36	282.77	235.00
111.10	980.29	3.08	0.52	4.030	-2.15	2.66	329.38	235.00
111.12	980.51	3.01	0.46	4.070	-2.02	2.48	300.92	235.00
111.13	980.58	3.03	0.40	4.140	-2.15	2.55	311.51	235.00
111.16	980.80	3.09	0.39	3.940	-2.24	2.63	323.62	235.00
111.16	980.87	3.10	0.16	4.110	-2.44	2.60	320.16	235.00
111.19	981.09	2.74	0.42	4.010	-2.24	2.66	329.18	235.00
111.20	981.16	3.23	0.51	4.200	-2.44	2.95	374.22	235.00
111.22	981.37	3.11	0.13	3.980	-2.45	2.57	315.42	235.00
111.23	981.45	3.16	0.31	4.070	-2.29	2.60	320.21	235.00
111.25	981.66	3.09	0.25	3.980	-2.65	2.89	365.34	235.00
111.31	982.17	3.19	0.24	4.280	-2.66	2.90	366.88	235.00
111.35	982.46	3.39	0.11	4.180	-2.54	2.66	328.44	235.00
111.38	982.74	3.52	0.04	4.230	-2.60	2.64	326.41	235.00
111.40	982.96	3.45	0.05	4.110	-2.90	2.95	373.91	235.00
111.41	983.03	3.33	0.07	4.350	-2.85	2.92	369.24	235.00
111.44	983.25	3.54	0.16	4.230	-2.43	2.58	316.87	235.00
111.45	983.32	3.70	0.21	4.580	-1.99	2.19	255.63	235.00
111.47	983.54	3.30	0.11	4.490	-2.09	2.21	258.28	235.00
111.48	983.61	3.63	0.44	4.770	-2.08	2.53	308.12	235.00
111.50	983.83	3.51	0.40	4.470	-2.09	2.49	302.26	235.00
111.51	983.90	3.68	0.38	4.730	-2.13	2.51	305.47	235.00
111.54	984.11	3.65	0.35	4.520	-2.08	2.43	292.43	235.00
111.54	984.18	3.74	0.38	4.640	-2.17	2.55	312.13	235.00
111.57	984.39	3.64	0.30	4.570	-2.00	2.30	272.68	235.00
111.58	984.46	3.78	0.46	4.670	-2.14	2.60	318.92	235.00
111.60	984.67	3.71	0.55	4.530	-2.06	2.61	321.09	235.00
111.61	984.74	3.76	0.52	4.630	-2.10	2.62	322.32	235.00
111.62	984.81	3.54	0.62	4.430	-1.99	2.61	320.44	235.00
111.63	984.95	3.58	0.41	4.480	-2.11	2.51	306.20	235.00
111.64	985.02	3.70	0.56	4.550	-2.00	2.56	313.63	235.00
111.67	985.23	3.37	0.71	4.430	-2.08	2.79	349.23	235.00
111.67	985.30	3.54	0.61	4.540	-2.18	2.79	349.38	235.00
111.70	985.51	3.54	0.55	4.360	-2.06	2.62	322.35	235.00
111.71	985.58	3.36	0.31	4.520	-2.12	2.42	291.74	235.00
111.73	985.79	3.54	0.50	4.120	-2.09	2.59	318.14	235.00
111.74	985.86	3.48	0.27	4.510	-2.28	2.55	311.01	235.00
111.76	986.07	3.57	0.22	4.160	-2.27	2.49	301.58	235.00
111.77	986.14	3.62	0.08	4.510	-2.20	2.28	268.83	235.00
111.78	986.21	3.53	0.19	4.240	-2.23	2.42	291.19	235.00
111.79	986.35	3.66	0.38	4.550	-2.10	2.48	300.52	235.00
111.80	986.42	3.59	0.48	4.670	-2.38	2.86	360.31	235.00
111.82	986.62	3.44	0.48	4.520	-2.15	2.63	324.57	235.00
111.83	986.68	3.80	0.45	4.640	-2.06	2.51	305.37	235.00
111.97	987.89	3.75	0.52	4.590	-2.04	2.56	313.91	235.00
111.99	988.06	3.55	0.78	4.560	-1.87	2.65	327.22	235.00
112.03	988.41	3.60	0.38	4.130	-1.71	2.09	240.33	235.00
112.07	988.76	3.60	0.76	4.450	-1.78	2.55	311.23	235.00
112.11	989.11	3.69	0.57	4.540	-1.73	2.30	272.58	235.00
112.15	989.45	3.58	0.52	4.410	-1.87	2.39	286.53	235.00
112.17	989.63	3.63	0.53	4.820	-1.63	2.16	250.31	235.00
112.19	989.80	3.62	0.75	4.410	-1.90	2.65	327.40	235.00
112.23	990.15	3.55	0.66	4.420	-1.81	2.47	298.84	235.00
112.27	990.50	3.76	0.74	4.370	-1.96	2.71	336.61	235.00
112.31	990.85	3.56	0.79	4.470	-1.72	2.51	305.42	235.00
112.35	991.19	3.53	0.73	4.250	-1.81	2.54	309.91	235.00
112.39	991.54	3.38	0.74	4.400	-1.96	2.71	336.18	235.00
112.43	991.89	3.49	0.70	3.910	-2.07	2.77	346.59	235.00
112.47	992.24	3.50	0.80	4.160	-1.99	2.79	349.91	235.00
112.51	992.59	3.38	0.82	4.270	-1.91	2.73	340.32	235.00
112.55	992.93	3.43	0.86	4.380	-2.01	2.86	360.75	235.00
112.59	993.28	3.40	0.80	4.280	-1.96	2.76	344.16	235.00
112.63	993.63	3.40	0.80	4.170	-1.80	2.60	319.73	235.00
112.67	993.98	3.27	0.85	2.680	-2.62	3.47	455.53	235.00
112.71	994.33	3.39	0.84	4.460	-1.86	2.70	335.74	235.00
112.75	994.68	3.40	0.84	4.290	-1.87	2.71	336.83	235.00
112.79	995.02	3.29	0.85	4.260	-1.78	2.63	324.36	235.00
112.83	995.37	3.28	0.85	4.320	-1.71	2.56	313.33	235.00
112.87	995.72	3.40	0.91	4.300	-2.07	2.99	379.73	235.00
112.91	996.07	3.31	0.66	4.190	-1.77	2.43	292.97	235.00
112.95	996.42	3.30	0.80	4.170	-1.85	2.65	327.19	235.00
112.97	996.59	3.37	0.60	4.250	-2.11	2.71	336.88	235.00
112.99	996.76	3.34	0.67	4.250	-1.91	2.58	315.71	235.00
113.03	997.11	3.26	0.76	4.250	-2.02	2.78	347.31	235.00
113.07	997.46	3.21	0.64	4.170	-1.93	2.57	315.13	235.00
113.11	997.78	3.24	0.47	4.810	-1.71	2.18	253.44	235.00
113.13	997.93	3.26	0.36	4.100	-2.15	2.51	305.64	235.00
113.17	998.25	3.24	0.40	4.320	-2.19	2.59	317.95	235.00
113.21	998.56	3.30	0.57	4.010	-2.20	2.77	345.94	235.00
113.25	998.88	3.20	0.99	4.110	-2.07	3.05	390.53	235.00
113.29	999.19	3.16	0.62	4.320	-2.10	2.71	337.16	235.00
113.33	999.51	3.18	0.71	4.160	-2.25	2.96	376.26	235.00
113.37	999.82	3.19	0.36	4.160	-2.08	2.44	294.49	235.00
113.41	1000.14	3.16	0.50	4.080	-2.13	2.63	324.34	235.00
113.45	1000.45	3.24	0.19	4.270	-2.43	2.62	322.62	235.00
113.49	1000.77	3.27	0.13	4.080	-2.11	2.24	263.12	235.00
113.51	1000.93	3.39	0.24	4.160	-2.51	2.75	343.59	235.00
113.53	1001.09	3.26	0.18	4.300	-2.34	2.52	307.22	235.00
113.57	1001.40	3.22	0.18	4.310	-2.28	2.46	297.42	235.00
113.61	1001.72	3.41	0.31	4.420	-2.37	2.68	331.99	235.00
113.65	1002.03	3.52	0.25	4.370	-2.28	2.53	307.90	235.00
113.69	1002.35	3.58	0.27	4.500	-2.36	2.63	324.03	235.00
113.73	1002.66	3.50	0.31	4.500	-2.13	2.44	294.28	235.00
113.77	1002.98	3.51	0.19	4.500	-2.17	2.36	282.74	235.00
113.81	1003.29	3.60	0.12	3.760	-2.37	2.49	302.72	235.00
113.85	1003.61	3.72	0.25	4.760	-2.43	2.68	331.39	235.00
113.89	1003.92	3.76	0.34	4.650	-2.28	2.62	322.43	235.00
113.93	1004.24	3.97	0.57	4.700	-1.91	2.48	300.27	235.00
113.97	1004.55	3.82	0.54	4.770	-1.67	2.20	257.43	235.00
114.01	1004.87	3.81	0.61	4.790	-1.90	2.51	306.19	235.00
114.03	1005.03	3.42	0.57	4.720	-1.86	2.43	292.46	235.00
114.07	1005.34	3.32	0.60	4.890	-1.85	2.45	295.94	235.00
114.13	1005.81	3.45	0.48	4.570	-1.84	2.32	275.51	235.00
114.17	1006.13	3.57	0.65	4.620	-1.96	2.60	320.25	235.00
114.21	1006.44	3.42	0.56	4.410	-2.02	2.58	317.09	235.00
114.24	1006.68	3.68	0.61	4.580	-1.96	2.57	315.60	235.00
114.25	1006.76	3.40	0.68	4.620	-1.91	2.59	317.77	235.00
114.26	1006.84	2.93	0.81	4.520	-1.85	2.66	329.07	235.00
114.29	1007.07	3.48	0.66	4.430	-1.86	2.52	306.37	235.00
114.30	1007.15	3.06	0.88	4.510	-1.82	2.70	334.73	235.00
114.31	1007.23	3.69	0.61	4.670	-2.06	2.67	330.00	235.00
114.33	1007.39	3.53	0.68	4.590	-2.03	2.71	336.63	235.00
114.34	1007.47	3.07	0.93	4.580	-1.93	2.85	359.06	235.00
114.36	1007.63	3.70	0.57	4.470	-1.83	2.40	288.23	235.00
114.37	1007.71	3.24	0.55	4.340	-1.93	2.48	301.14	235.00
114.40	1007.94	3.66	0.59	4.530	-2.03	2.62	322.84	235.00
114.42	1008.10	3.56	0.36	4.550	-1.93	2.29	270.60	235.00
114.44	1008.26	3.57	0.61	4.660	-1.92	2.53	308.44	235.00
114.46	1008.41	3.39	0.60	4.520	-1.99	2.59	318.13	235.00
114.50	1008.73	3.60	0.55	4.440	-2.16	2.71	337.20	235.00
114.58	1009.36	3.21	0.26	4.410	-2.23	2.49	301.97	235.00
114.62	1009.68	3.68	0.03	4.390	-2.20	2.23	261.61	235.00
114.64	1009.83	3.73	0.08	4.600	-2.30	2.38	284.62	235.00
114.66	1009.99	3.61	0.12	4.580	-2.28	2.40	287.92	235.00
114.70	1010.31	3.17	0.23	4.490	-2.29	2.51	305.47	235.00
114.74	1010.62	3.35	0.17	4.530	-2.12	2.29	270.47	235.00
114.78	1010.94	3.31	0.11	4.430	-2.07	2.19	254.84	235.00
114.82	1011.25	3.52	0.68	4.350	-2.03	2.70	335.87	235.00
114.84	1011.41	3.39	0.55	4.370	-2.19	2.74	340.86	235.00
114.90	1011.88	3.07	0.35	4.400	-2.38	2.73	339.69	235.00
114.98	1012.51	3.29	0.16	4.470	-1.86	2.02	229.63	229.63
115.02	1012.83	3.31	0.68	4.460	-2.01	2.69	334.23	235.00
115.04	1012.99	3.61	0.60	4.550	-1.96	2.56	313.59	235.00
115.06	1013.14	3.31	0.72	4.470	-1.86	2.58	316.22	235.00
115.10	1013.46	3.59	0.78	4.520	-1.87	2.65	327.20	235.00
115.14	1013.77	3.54	0.72	4.460	-1.94	2.66	328.44	235.00
115.18	1014.09	3.49	0.46	4.460	-1.84	2.30	272.06	235.00
115.22	1014.40	3.41	0.90	4.540	-2.00	2.90	366.43	235.00
115.24	1014.56	3.58	0.55	4.360	-2.17	2.72	338.91	235.00
115.26	1014.72	3.54	0.69	4.140	-2.24	2.92	370.28	235.00
115.30	1015.03	3.33	0.85	4.080	-1.92	2.77	346.35	235.00
115.34	1015.35	2.68	0.90	3.560	-2.28	3.18	409.69	235.00
115.38	1015.67	3.20	0.74	4.110	-2.06	2.80	351.08	235.00
115.42	1015.98	3.20	0.77	3.970	-1.99	2.76	344.57	235.00
115.54	1016.93	2.91	0.33	3.750	-2.30	2.63	324.38	235.00
115.75	1018.58	3.47	0.79	4.530	-2.02	2.81	352.34	235.00
115.89	1019.68	3.51	0.80	3.950	-2.15	2.94	373.36	235.00
115.93	1020.00	3.36	0.86	4.220	-2.05	2.91	367.72	235.00
115.97	1020.31	3.35	0.88	4.230	-2.07	2.95	374.47	235.00
116.01	1020.63	3.36	0.50	3.810	-2.21	2.71	336.24	235.00
116.05	1020.95	3.24	0.89	4.160	-1.88	2.78	347.12	235.00
116.09	1021.26	3.19	0.90	4.190	-1.98	2.88	363.06	235.00
116.13	1021.58	3.25	0.77	4.130	-2.15	2.92	369.94	235.00
116.17	1021.89	3.34	0.69	4.200	-2.21	2.90	366.18	235.00
116.21	1022.21	3.23	0.86	3.970	-2.11	2.97	377.89	235.00
116.25	1022.52	3.09	0.98	4.070	-2.01	2.99	380.36	235.00
116.29	1022.84	3.17	1.00	4.190	-2.44	3.44	450.61	235.00
116.37	1023.47	3.23	0.93	3.900	-2.27	3.20	412.83	235.00
116.41	1023.78	3.11	0.80	3.840	-2.34	3.14	403.39	235.00
116.45	1024.10	3.07	0.79	4.000	-2.29	3.08	393.80	235.00
116.49	1024.41	3.05	0.84	3.890	-2.10	2.94	371.95	235.00
116.53	1024.73	3.04	0.71	3.890	-2.18	2.89	364.91	235.00
116.61	1025.36	2.88	0.68	3.840	-2.35	3.03	385.96	235.00
116.65	1025.67	2.95	0.85	3.790	-2.46	3.31	430.47	235.00
116.73	1026.30	3.10	0.53	4.100	-1.99	2.52	306.52	235.00
116.75	1026.46	3.23	0.61	4.030	-2.05	2.66	329.48	235.00
116.77	1026.62	3.17	0.29	4.090	-1.88	2.18	253.42	235.00
116.81	1026.93	3.21	0.43	4.150	-2.04	2.47	299.24	235.00
116.85	1027.25	3.17	0.54	3.840	-2.53	3.07	393.59	235.00
116.93	1027.88	3.00	0.42	3.940	-2.64	3.06	391.72	235.00
116.97	1028.20	2.85	0.54	4.100	-2.13	2.67	330.49	235.00
117.01	1028.51	2.91	0.37	4.280	-2.19	2.56	312.66	235.00
117.07	1028.98	3.04	0.64	4.320	-2.33	2.97	377.03	235.00
117.11	1029.30	3.03	0.00	3.870	-2.63	2.64	325.00	235.00
117.15	1029.61	3.07	0.46	4.190	-2.34	2.80	351.01	235.00
117.19	1029.93	2.85	0.63	4.240	-2.28	2.91	367.80	235.00
117.23	1030.24	3.03	0.51	4.210	-2.31	2.82	353.74	235.00
117.27	1030.56	3.13	0.40	4.420	-2.35	2.75	342.81	235.00
117.31	1030.88	3.12	0.00	4.320	-2.37	2.36	282.34	235.00
117.35	1031.19	3.24	0.16	4.430	-2.37	2.53	308.75	235.00
117.39	1031.51	3.01	0.20	4.360	-2.21	2.41	289.83	235.00
117.43	1031.82	3.08	0.09	4.290	-2.32	2.41	289.30	235.00
117.47	1032.15	3.13	0.01	4.380	-2.07	2.08	238.81	235.00
117.51	1032.47	3.36	0.04	4.360	-2.18	2.21	259.37	235.00
117.55	1032.80	3.31	0.29	4.630	-2.27	2.55	312.24	235.00
117.59	1033.13	3.38	0.37	4.710	-2.22	2.59	318.46	235.00
117.63	1033.45	3.28	0.51	4.790	-1.81	2.32	275.28	235.00
117.65	1033.62	3.76	0.43	4.680	-1.97	2.40	287.67	235.00
117.67	1033.78	2.61	0.34	4.730	-1.99	2.33	277.56	235.00
117.71	1034.11	3.55	0.61	4.790	-1.81	2.43	292.26	235.00
117.75	1034.44	3.53	0.62	4.700	-1.74	2.36	281.64	235.00
117.79	1034.76	3.45	0.51	4.730	-1.91	2.42	291.83	235.00
117.83	1035.09	3.20	0.43	4.710	-1.92	2.35	279.95	235.00
117.85	1035.25	3.92	0.31	4.850	-1.88	2.19	255.84	235.00
117.87	1035.42	3.48	0.43	4.760	-1.92	2.34	279.64	235.00
117.91	1035.75	3.57	0.58	4.910	-1.85	2.43	293.20	235.00
117.99	1036.40	3.51	0.63	4.710	-1.86	2.48	301.51	235.00
118.03	1036.73	3.80	0.38	4.790	-1.93	2.31	273.83	235.00
118.07	1037.05	3.77	0.51	4.870	-1.86	2.36	282.70	235.00
