leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
49,407,,LOWER PLIOCENE,,53.5,110.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
49,407,,PLIOCENE,,110.5,120.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
49,407,,LOWER PLIOCENE,,120.0,129.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
49,407,,UPPER MIOCENE,,139.0,158.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
49,407,,MIDDLE MIOCENE,,158.0,186.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
49,407,,LOWER MIOCENE,,186.5,281.5,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
49,407,,UPPER OLIGOCENE,,281.5,300.5,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
49,407,,UPPER OLIGOCENE,,320.3,321.3,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
49,407,,UPPER OLIGOCENE,,329.4,331.2,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
49,407,,LOWER OLIGOCENE,,405.0,424.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
49,408,,PLEISTOCENE,,0.0,38.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
49,408,,PLIOCENE,,38.0,123.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
49,408,,UPPER MIOCENE,,123.5,228.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
49,408,,UPPER MIOCENE,MIDDLE MIOCENE,228.0,237.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
49,408,,MIDDLE MIOCENE,,237.5,304.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
49,408,,LOWER MIOCENE,,304.0,323.6,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
49,409,,PLEISTOCENE,,0.0,72.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
49,409,,UPPER PLIOCENE,,72.0,81.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
49,410,,PLEISTOCENE,,0.0,93.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
49,410,,PLEISTOCENE,PLIOCENE,93.0,102.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
49,410,,PLIOCENE,,112.0,150.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
49,410,,LOWER PLIOCENE,UPPER MIOCENE,159.5,216.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
49,410,,UPPER MIOCENE,,216.5,340.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
49,410,,PLEISTOCENE,,0.0,93.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
49,410,,PLEISTOCENE,PLIOCENE,93.0,102.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
49,410,,PLIOCENE,,112.0,150.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
49,410,,LOWER PLIOCENE,UPPER MIOCENE,159.5,216.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
49,410,,UPPER MIOCENE,,216.5,340.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
49,412,,PLEISTOCENE,,0.0,165.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
49,412,,PLEISTOCENE,,0.0,165.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
49,413,,PLEISTOCENE,,110.0,115.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
50,415,,PLEISTOCENE,,0.0,7.5,MISSING HOLE OR DRILLED INTERVAL,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
50,415,,LOWER PLIOCENE,,74.0,75.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
50,415,,LOWER PLIOCENE,UPPER MIOCENE,75.0,83.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
50,415,,MIDDLE MIOCENE,,137.5,211.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
50,415,,LOWER MIOCENE,,211.5,283.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
50,415,,PLEISTOCENE,,0.0,7.5,MISSING HOLE OR DRILLED INTERVAL,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
50,415,,LOWER PLIOCENE,,74.0,75.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
50,415,,LOWER PLIOCENE,UPPER MIOCENE,75.0,83.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
50,415,,MIDDLE MIOCENE,,137.5,211.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
50,415,,LOWER MIOCENE,,211.5,283.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
50,415,,PLEISTOCENE,,0.0,7.5,MISSING HOLE OR DRILLED INTERVAL,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
50,415,,LOWER PLIOCENE,,74.0,75.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
50,415,,LOWER PLIOCENE,UPPER MIOCENE,75.0,83.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,10.5,6.95,DSDP INITIAL REPORTS
50,415,,MIDDLE MIOCENE,,137.5,211.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
50,415,,LOWER MIOCENE,,211.5,283.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
50,416,,PLEISTOCENE,,0.0,0.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
50,416,,UPPER PLIOCENE,,0.5,2.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
50,416,,PLEISTOCENE,,0.0,0.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
50,416,,UPPER PLIOCENE,,0.5,2.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
51,417,,PLEISTOCENE,,0.0,8.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
51,417,,PLEISTOCENE,,0.0,8.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
51,417,,PLEISTOCENE,,0.0,8.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
51,417,,PLEISTOCENE,,0.0,8.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
52,418,,QUATERNARY,,0.0,6.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
52,418,,QUATERNARY,,0.0,6.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
54,419,,UPPER PLEISTOCENE,,0.0,29.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,419,,LOWER PLEISTOCENE,,29.0,32.5,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
54,419,,UPPER PLIOCENE,,32.5,35.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
54,419,,UPPER PLEISTOCENE,,0.0,29.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,419,,LOWER PLEISTOCENE,,29.0,32.5,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
54,419,,UPPER PLIOCENE,,32.5,35.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
54,420,,UPPER PLEISTOCENE,,0.0,61.5,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,420,,LOWER PLEISTOCENE,,61.5,80.5,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
54,420,,PLEISTOCENE,,80.5,88.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
54,420,,UPPER PLIOCENE,,88.0,118.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
54,420,,UPPER PLEISTOCENE,,0.0,61.5,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,420,,LOWER PLEISTOCENE,,61.5,80.5,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
54,420,,PLEISTOCENE,,80.5,88.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
54,420,,UPPER PLIOCENE,,88.0,118.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
54,421,,UPPER PLEISTOCENE,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,422,,UPPER PLEISTOCENE,,0.0,54.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,423,,UPPER PLEISTOCENE,,0.0,42.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,424,,PLEISTOCENE,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
54,424,,UPPER PLEISTOCENE,,9.5,38.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,424,,PLEISTOCENE,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
54,424,,UPPER PLEISTOCENE,,9.5,38.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,424,,PLEISTOCENE,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
54,424,,UPPER PLEISTOCENE,,9.5,38.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,424,,PLEISTOCENE,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
54,424,,UPPER PLEISTOCENE,,9.5,38.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,425,,UPPER PLEISTOCENE,,0.0,72.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,425,,LOWER PLEISTOCENE,,72.0,81.5,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
54,427,,UPPER PLEISTOCENE,,0.0,98.5,MISSING HOLE OR DRILLED INTERVAL,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,427,,LOWER PLEISTOCENE,,117.5,127.0,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
54,428,,UPPER PLEISTOCENE,,0.0,48.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,428,,LOWER PLEISTOCENE,,48.0,60.5,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
54,428,,UPPER PLIOCENE,,60.5,67.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
54,428,,UPPER PLEISTOCENE,,0.0,48.0,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
54,428,,LOWER PLEISTOCENE,,48.0,60.5,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
54,428,,UPPER PLIOCENE,,60.5,67.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
54,429,,PLEISTOCENE,UPPER PLIOCENE,0.0,5.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,3.4,1.706,DSDP INITIAL REPORTS
54,429,,PLEISTOCENE,UPPER PLIOCENE,0.0,5.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,3.4,1.706,DSDP INITIAL REPORTS
55,430,,UPPER EOCENE,,2.5,4.5,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
55,430,,UPPER EOCENE,,2.5,4.5,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
55,430,,UPPER EOCENE,,2.5,4.5,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
55,431,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
55,431,,QUATERNARY,,0.0,9.5,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
55,432,,QUATERNARY,,0.0,5.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
55,432,,PALEOCENE,,5.0,5.5,,NO AGE GIVEN,,NO AGE GIVEN,53.5,65.0,59.25,DSDP INITIAL REPORTS
55,432,,QUATERNARY,,0.0,5.0,,NO AGE GIVEN,,NO AGE GIVEN,0.0,1.8,0.9,DSDP INITIAL REPORTS
55,432,,PALEOCENE,,5.0,5.5,,NO AGE GIVEN,,NO AGE GIVEN,53.5,65.0,59.25,DSDP INITIAL REPORTS
55,433,,UPPER PLIOCENE,,0.0,5.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
55,433,,UPPER PLIOCENE,,0.0,5.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
55,433,,UPPER PLIOCENE,,0.0,5.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
55,433,,UPPER PLIOCENE,,0.0,5.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
56,434,,PLEISTOCENE,,0.0,6.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,,6.5,44.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,44.5,54.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,54.0,73.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,73.0,82.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,82.5,111.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,111.0,120.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,120.5,130.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,130.0,139.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,139.5,158.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,158.5,177.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,177.5,244.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER MIOCENE,,244.0,253.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
56,434,,MIOCENE,,253.5,263.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,22.5,13.75,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,263.0,272.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,272.5,301.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,PLEISTOCENE,,0.0,6.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,,6.5,44.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,44.5,54.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,54.0,73.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,73.0,82.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,82.5,111.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,111.0,120.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,120.5,130.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,130.0,139.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,139.5,158.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,158.5,177.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,177.5,244.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER MIOCENE,,244.0,253.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
56,434,,MIOCENE,,253.5,263.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,22.5,13.75,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,263.0,272.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,272.5,301.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,PLEISTOCENE,,0.0,6.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,,6.5,44.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,44.5,54.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,54.0,73.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,73.0,82.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,82.5,111.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,111.0,120.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,120.5,130.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,130.0,139.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,139.5,158.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,158.5,177.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,177.5,244.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,434,,UPPER MIOCENE,,244.0,253.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
56,434,,MIOCENE,,253.5,263.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,22.5,13.75,DSDP INITIAL REPORTS
56,434,,UPPER PLIOCENE,LOWER PLIOCENE,263.0,272.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
56,434,,LOWER PLIOCENE,,272.5,301.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,435,,UPPER PLEISTOCENE,,0.0,36.5,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
56,435,,PLEISTOCENE,,36.5,74.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
56,435,,LOWER PLEISTOCENE,,74.5,84.0,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
56,435,,UPPER PLIOCENE,,84.0,112.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
56,435,,MIDDLE PLIOCENE,,112.5,122.0,,NO AGE GIVEN,,NO AGE GIVEN,3.0,4.0,3.5,DSDP INITIAL REPORTS
56,435,,LOWER PLIOCENE,,122.0,150.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,435,,UPPER PLEISTOCENE,,0.0,36.5,,NO AGE GIVEN,,NO AGE GIVEN,0.01,0.7,0.355,DSDP INITIAL REPORTS
56,435,,PLEISTOCENE,,36.5,74.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
56,435,,LOWER PLEISTOCENE,,74.5,84.0,,NO AGE GIVEN,,NO AGE GIVEN,1.2,1.8,1.5,DSDP INITIAL REPORTS
56,435,,UPPER PLIOCENE,,84.0,112.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
56,435,,MIDDLE PLIOCENE,,112.5,122.0,,NO AGE GIVEN,,NO AGE GIVEN,3.0,4.0,3.5,DSDP INITIAL REPORTS
56,435,,LOWER PLIOCENE,,122.0,150.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
56,436,,PLEISTOCENE,,0.0,84.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
56,436,,PLEISTOCENE,PLIOCENE,84.0,93.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
56,436,,UPPER PLIOCENE,,93.5,131.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
