Site/Hole   ,Latitude   ,Longitude   ,Water Depth (mbsl),No. of Cores,Interval Cored (m),Core Recovered (m),% Recovered,Drilled (m),Penetration (m),Comment,"<a href=""mailto:database@iodp.tamu.edu"">Data Librarian</a>."
1167B       ,66&deg;23.990'S, 72&deg;17.008'E,            1639.9,0.0,0.0,0.0,           ,261.8,261.8,,
1168A       ,42&deg;36.581'S,144&deg;24.762'E,            2463.3,95.0,883.5,836.85,94.7,0.0,883.5,,
1168B       ,42&deg;36.569'S,144&deg;24.760'E,            2463.6,12.0,108.4,106.52,98.3,0.0,108.4,,
1168C       ,42&deg;36.553'S,144&deg;24.761'E,            2464.0,31.0,290.5,248.15,85.4,0.0,290.5,,
1169A       ,47&deg; 3.916'S,145&deg;14.209'E,            3567.9,26.0,246.3,224.92,91.3,0.0,246.3,,
1170A       ,47&deg; 9.044'S,146&deg; 2.988'E,            2704.7,52.0,464.3,379.87,81.8,0.0,464.3,,
1170B       ,47&deg; 9.034'S,146&deg; 2.985'E,            2704.7,19.0,175.8,179.67,102.2,0.0,175.8,,
1170C       ,47&deg; 9.023'S,146&deg; 2.987'E,            2703.3,19.0,180.1,179.64,99.7,0.0,180.1,,
1170D       ,47&deg; 9.011'S,146&deg; 2.983'E,            2704.7,38.0,354.8,287.41,81.0,425.0,779.8,,
1171A       ,48&deg;29.996'S,149&deg; 6.690'E,            2148.2,14.0,124.4,117.52,94.5,0.0,124.4,,
1171B       ,48&deg;29.985'S,149&deg; 6.686'E,            2148.0,12.0,108.8,106.73,98.1,0.0,108.8,,
1171C       ,48&deg;29.997'S,149&deg; 6.705'E,            2147.8,31.0,274.8,245.58,89.4,0.0,274.8,,
1171D       ,48&deg;29.997'S,149&deg; 6.722'E,            2147.8,75.0,711.2,525.4,73.9,247.6,958.8,,
1172A       ,43&deg;57.585'S,149&deg;55.696'E,            2621.9,56.0,522.6,483.72,92.6,0.0,522.6,,
1172B       ,43&deg;57.575'S,149&deg;55.701'E,            2622.3,22.0,202.4,206.7,102.1,0.0,202.4,,
1172C       ,43&deg;57.568'S,149&deg;55.708'E,            2621.7,18.0,171.0,172.64,101.0,0.0,171.0,,
1172D       ,43&deg;57.554'S,149&deg;55.717'E,            2621.7,31.0,297.9,237.09,79.6,468.6,766.5,,
1173A       ,32&deg;14.663'N,135&deg; 1.509'E,            4790.7,77.0,734.3,658.1,89.6,0.0,734.3,,
1174A       ,32&deg;20.538'N,134&deg;57.388'E,            4751.2,9.0,74.1,47.04,63.5,0.0,74.1,,
1174B       ,32&deg;20.540'N,134&deg;57.386'E,            4751.2,102.0,976.1,577.57,59.2,143.7,1119.8,,
1175A       ,32&deg;35.885'N,134&deg;38.675'E,            2997.5,47.0,439.2,327.01,74.5,5.8,445.0,,
1176A       ,32&deg;34.698'N,134&deg;39.942'E,            3020.5,48.0,443.5,226.25,51.0,6.1,449.6,,
1177A       ,31&deg;39.151'N,134&deg; 0.713'E,            4844.3,56.0,533.7,282.74,53.0,300.2,833.9,,
1178A       ,32&deg;43.861'N,134&deg;28.769'E,            1741.7,44.0,410.8,340.19,82.8,0.0,410.8,,
1178B       ,32&deg;43.860'N,134&deg;28.781'E,            1741.7,30.0,284.2,165.96,58.4,0.0,679.2,,
1179A       ,41&deg; 4.788'N,159&deg;57.786'E,            5565.5,1.0,10.0,10.07,      100.7,0.0,10.0,,
1179B       ,41&deg; 4.788'N,159&deg;57.786'E,            5563.9,6.0,55.1,55.89,      101.4,0.0,55.1,,
1179C       ,41&deg; 4.788'N,159&deg;57.786'E,            5563.9,27.0,249.9,246.89,       98.8,43.0,292.9,,
1179D       ,41&deg; 4.812'N,159&deg;57.786'E,            5566.0,22.0,194.0,50.36,       26.0,281.0,475.0,,
1179E       ,41&deg; 4.770'N,159&deg;57.798'E,            5565.9,0.0,0.0,0.0,           ,399.0,399.0,,
1180A       ,14&deg;19.250'N,144&deg;48.000'E,            2157.0,0.0,0.0,0.0,           ,5.0,5.0,,
1180B       ,14&deg;19.680'N,144&deg;48.000'E,            2157.0,0.0,0.0,0.0,           ,8.0,8.0,,
1180C       ,14&deg;18.510'N,144&deg;44.838'E,            2132.0,0.0,0.0,0.0,           ,3.0,3.0,,
1181A       ,14&deg;19.260'N,144&deg;48.000'E,             995.0,0.0,0.0,0.0,           ,3.0,3.0,,
1181B       ,14&deg;19.260'N,144&deg;48.000'E,             981.0,0.0,0.0,0.0,           ,3.0,3.0,,
1181C       ,14&deg;19.260'N,144&deg;48.000'E,             970.0,0.0,0.0,0.0,           ,3.0,3.0,,
1182A       ,12&deg;57.000'N,143&deg;36.600'E,            2874.0,0.0,0.0,0.0,           ,2.0,2.0,,
1182B       ,12&deg;57.000'N,143&deg;36.600'E,            2878.0,0.0,0.0,0.0,           ,1.5,1.5,,
1182C       ,12&deg;57.000'N,143&deg;36.600'E,            2878.0,0.0,0.0,0.0,           ,5.0,5.0,,
1182D       ,12&deg;57.000'N,143&deg;36.600'E,            2877.0,0.0,0.0,0.0,           ,3.0,3.0,,
1182E       ,12&deg;57.000'N,143&deg;36.600'E,            2870.0,0.0,0.0,0.0,           ,4.5,4.5,,
1182F       ,12&deg;57.000'N,143&deg;36.600'E,            2872.0,0.0,0.0,0.0,           ,3.8,3.8,,
1182G       ,12&deg;57.000'N,143&deg;36.600'E,            2873.0,0.0,0.0,0.0,           ,5.0,5.0,,
1183A       , 1&deg;10.619'S,157&deg; 0.899'E,            1804.7,67.0,583.8,260.69,44.7,299.3,1211.1,,
1184A       , 5&deg; 0.665'S,164&deg;13.977'E,            1661.5,45.0,404.4,328.76,81.3,0.0,538.8,,
1185A       , 0&deg;21.456'S,161&deg;40.062'E,            3898.9,10.0,78.1,24.99,32.0,0.0,328.7,,
1185B       , 0&deg;21.456'S,161&deg;40.051'E,            3898.9,28.0,218.1,92.17,42.3,30.5,526.1,,
1186A       , 0&deg;40.787'S,159&deg;50.652'E,            2728.9,38.0,336.6,88.68,26.3,0.0,1034.0,,
1187A       , 0&deg;56.552'N,161&deg;27.079'E,            3803.6,15.0,142.8,102.34,71.7,0.0,508.3,,
1188A       , 3&deg;43.698'S,151&deg;40.194'E,            1640.2,23.0,211.6,21.93,       10.4,0.0,211.6,,
1188B       , 3&deg;43.698'S,151&deg;40.200'E,            1642.1,1.0,0.0,0.15,           ,72.0,72.0,,
1188C       , 3&deg;43.692'S,151&deg;40.176'E,            1643.1,0.0,0.0,0.0,           ,44.0,44.0,,
1188D       , 3&deg;43.668'S,151&deg;40.176'E,            1634.1,0.0,0.0,0.0,           ,15.0,15.0,,
1188E       , 3&deg;43.686'S,151&deg;40.188'E,            1641.1,0.0,0.0,0.0,           ,16.0,16.0,,
1188F       , 3&deg;43.686'S,151&deg;40.188'E,            1641.7,45.0,168.7,30.89,       18.3,218.0,386.7,,
1189A       , 3&deg;43.242'S,151&deg;40.494'E,            1690.2,13.0,125.8,8.58,        6.8,0.0,125.8,,
1189B       , 3&deg;43.236'S,151&deg;40.506'E,            1681.7,18.0,175.0,13.69,        7.8,31.0,206.0,,
1189C       , 3&deg;43.242'S,151&deg;40.524'E,            1688.6,0.0,0.0,0.0,           ,166.0,166.0,,
1190A       , 3&deg;43.290'S,151&deg;40.584'E,            1703.1,1.0,9.1,0.03,0.3,0.0,9.1,,
1190B       , 3&deg;43.314'S,151&deg;40.614'E,            1701.1,1.0,8.6,0.25,2.9,0.0,10.1,,
1190C       , 3&deg;43.304'S,151&deg;40.608'E,            1696.1,3.0,17.2,0.4,2.3,0.0,17.2,,
1191A       , 3&deg;43.608'S,151&deg;40.338'E,            1694.1,3.0,20.1,3.36,16.7,0.0,20.1,,
1192A       ,20&deg;34.306'S,152&deg;24.257'E,             374.4,30.0,242.5,243.46,100.4,0.0,242.5,,
1192B       ,20&deg;34.310'S,152&deg;24.260'E,             376.5,22.0,178.0,105.11,59.1,177.5,355.5,,
1193A       ,20&deg;14.502'S,151&deg;47.531'E,             348.3,84.0,515.0,173.99,33.8,0.0,515.0,,
1193B       ,20&deg;14.501'S,151&deg;47.542'E,             348.3,21.0,103.0,12.77,12.4,35.0,138.0,,
1193C       ,20&deg;14.495'S,151&deg;47.538'E,             348.3,8.0,73.6,21.07,28.6,474.9,548.5,,
1194A       ,20&deg;14.552'S,151&deg;58.983'E,             373.9,20.0,169.9,126.18,74.3,0.0,169.9,,
1194B       ,20&deg;14.554'S,151&deg;58.991'E,             373.9,33.0,317.1,89.22,28.1,0.0,427.1,,
1195A       ,20&deg;24.283'S,152&deg;40.231'E,             419.9,9.0,80.7,79.27,98.2,0.0,80.7,,
1195B       ,20&deg;24.283'S,152&deg;40.243'E,             419.2,55.0,521.2,399.34,76.6,0.0,521.2,,
1196A       ,21&deg; 0.371'S,152&deg;51.512'E,             304.2,70.0,672.2,86.37,12.8,0.0,672.2,,
1196B       ,21&deg; 0.372'S,152&deg;51.523'E,             304.2,51.0,265.3,29.37,11.1,0.0,265.3,,
1197A       ,21&deg; 4.570'S,153&deg; 3.929'E,             348.3,23.0,203.8,56.16,27.6,0.0,203.8,,
1197B       ,21&deg; 4.574'S,153&deg; 3.943'E,             348.3,65.0,624.9,213.64,34.2,50.0,674.9,,
1198A       ,20&deg;57.930'S,152&deg;43.994'E,             319.4,27.0,251.5,210.25,83.6,0.0,251.5,,
1198B       ,20&deg;57.930'S,152&deg;44.005'E,             319.4,34.0,326.9,116.64,35.7,195.7,522.6,,
1199A       ,20&deg;58.692'S,152&deg;54.947'E,             315.7,45.0,419.5,92.16,22.0,0.0,419.5,,
1200A       ,13&deg;47.005'N,146&deg; 0.186'E,            2910.3,16.0,147.2,11.56,        7.9,0.0,147.2,,
1200B       ,13&deg;47.004'N,146&deg; 0.198'E,            2911.3,0.0,0.0,0.0,           ,0.0,98.0,,
1200C       ,13&deg;47.072'N,146&deg; 0.172'E,            2932.1,1.0,0.0,0.0,           ,140.0,140.0,,
1200D       ,13&deg;47.044'N,146&deg; 0.171'E,            2931.0,10.0,21.9,22.0,      100.5,22.5,44.4,,
1200E       ,13&deg;47.001'N,146&deg; 0.186'E,            2911.0,10.0,54.4,38.06,       70.0,2.0,56.4,,
1200F       ,13&deg;47.015'N,146&deg; 0.186'E,            2911.0,3.0,16.3,16.28,       99.9,0.0,16.3,,
1201A       ,19&deg;17.883'N,135&deg; 5.950'E,            5709.9,1.0,1.6,1.49,       93.1,0.0,1.6,,
1201B       ,19&deg;17.879'N,135&deg; 5.951'E,            5710.2,11.0,90.3,65.91,       73.0,0.0,90.3,,
1201C       ,19&deg;17.883'N,135&deg; 5.941'E,            5709.8,6.0,48.1,49.51,      102.9,0.0,48.1,,
1201D       ,19&deg;17.817'N,135&deg; 5.952'E,            5708.7,55.0,519.6,406.79,       78.3,80.4,600.0,,
1201E       ,19&deg;17.854'N,135&deg; 5.949'E,            5710.0,0.0,0.0,0.0,           ,540.9,580.0,,
1202A       ,24&deg;48.245'N,122&deg;30.000'E,            1274.1,13.0,119.5,127.14,106.4,0.0,119.5,,
1202B       ,24&deg;48.245'N,122&deg;30.008'E,            1274.1,16.0,140.5,143.28,102.0,0.0,140.5,,
1202C       ,24&deg;48.243'N,122&deg;30.016'E,            1273.6,11.0,97.5,102.56,105.2,0.0,97.5,,
1202D       ,24&deg;48.246'N,122&deg;30.026'E,            1275.1,44.0,410.0,321.62,78.4,0.0,410.0,,
 808H       ,32&deg;21.214'N,134&deg;56.701'E,            4675.1,0.0,0.0,0.0,           ,126.7,126.7,,
 808I       ,32&deg;21.215'N,134&deg;56.700'E,            4675.1,0.0,0.0,0.0,           ,1057.6,1057.6,,
1173B       ,32&deg;14.683'N,135&deg; 1.484'E,            4791.1,3.0,19.5,5.19,       26.6,737.1,756.6,,
1173C       ,32&deg;14.698'N,135&deg; 1.461'E,            4791.1,0.0,0.0,0.0,           ,175.0,175.0,,
1203A       ,50&deg;56.998'N,167&deg;44.397'E,            2593.5,68.0,614.6,333.91,54.3,300.0,914.6,,
1204A       ,51&deg;11.678'N,167&deg;46.360'E,            2371.0,14.0,118.4,55.86,47.2,761.9,880.3,,
1204B       ,51&deg;11.641'N,167&deg;46.422'E,            2370.0,17.0,143.8,55.93,38.9,810.7,954.5,,
1205A       ,41&deg;19.999'N,170&deg;22.700'E,            1309.9,45.0,326.0,165.62,50.8,0.0,326.0,,
1206A       ,34&deg;55.548'N,172&deg; 8.753'E,            1545.7,44.0,278.2,141.43,50.8,0.0,335.2,,
1207A       ,37&deg;47.429'N,162&deg;45.053'E,            3100.8,29.0,223.0,213.62,95.8,33.6,256.6,,
1207B       ,37&deg;47.437'N,162&deg;45.053'E,            3100.7,49.0,465.8,60.22,12.9,157.0,622.8,,
1208A       ,36&deg; 7.630'N,158&deg;12.095'E,            3345.7,42.0,392.3,345.89,88.2,0.0,392.3,,
1209A       ,32&deg;39.100'N,158&deg;30.356'E,            2387.2,28.0,259.6,262.27,101.0,0.0,259.6,,
1209B       ,32&deg;39.108'N,158&deg;30.356'E,            2387.4,32.0,297.6,303.17,101.9,0.4,298.0,,
1209C       ,32&deg;39.099'N,158&deg;30.365'E,            2387.4,23.0,202.2,200.6,99.2,105.3,307.5,,
1210A       ,32&deg;13.412'N,158&deg;15.562'E,            2573.5,27.0,241.4,249.3,103.3,1.0,242.4,,
1210B       ,32&deg;13.420'N,158&deg;15.562'E,            2573.2,42.0,365.5,376.36,103.0,11.5,377.0,,
1211A       ,32&deg; 0.130'N,157&deg;50.999'E,            2907.5,18.0,158.9,162.72,102.4,0.0,158.9,,
1211B       ,32&deg; 0.139'N,157&deg;51.000'E,            2906.2,19.0,168.3,181.9,108.1,1.6,169.9,,
1211C       ,32&deg; 0.122'N,157&deg;51.000'E,            2906.9,15.0,138.3,140.87,101.9,0.0,138.3,,
1212A       ,32&deg;26.900'N,157&deg;42.702'E,            2682.5,13.0,101.6,116.94,115.1,0.0,101.6,,
1212B       ,32&deg;26.907'N,157&deg;42.700'E,            2680.6,27.0,192.8,180.5,93.6,14.8,207.6,,
1213A       ,31&deg;34.640'N,157&deg;17.860'E,            3882.8,21.0,198.9,43.09,21.7,0.0,198.9,,
1213B       ,31&deg;34.658'N,157&deg;17.862'E,            3882.6,33.0,304.7,60.46,19.8,189.7,494.4,,
1214A       ,31&deg;52.025'N,157&deg;28.717'E,            3401.6,25.0,235.9,16.49,7.0,0.0,235.9,,
1215A       ,26&deg; 1.773'N,147&deg;55.991'W,            5395.6,10.0,75.4,68.27,90.5,0.0,75.4,,
1215B       ,26&deg; 1.763'N,147&deg;55.991'W,            5395.3,11.0,82.8,58.95,71.2,0.0,82.8,,
1216A       ,21&deg;27.163'N,139&deg;28.791'W,            5152.5,11.0,62.2,56.47,90.8,0.0,62.2,,
1216B       ,21&deg;27.170'N,139&deg;28.786'W,            5147.2,1.0,9.5,9.75,102.6,0.0,9.5,,
1217A       ,16&deg;52.013'N,138&deg; 5.999'W,            5342.1,17.0,145.2,89.94,61.9,0.0,145.2,,
1217B       ,16&deg;52.018'N,138&deg; 6.000'W,            5342.1,7.0,66.5,61.49,92.5,0.0,86.5,,
1217C       ,16&deg;52.023'N,138&deg; 6.001'W,            5342.1,5.0,47.5,46.82,98.6,0.0,79.5,,
1218A       , 8&deg;53.367'N,135&deg;22.000'W,            4826.3,30.0,276.8,266.42,96.3,0.0,276.8,,
1218B       , 8&deg;53.378'N,135&deg;21.999'W,            4827.6,29.0,263.5,259.25,98.4,0.0,263.5,,
1218C       , 8&deg;53.389'N,135&deg;22.000'W,            4827.6,21.0,194.8,198.05,101.7,62.0,256.8,,
1219A       , 7&deg;48.010'N,142&deg; 0.939'W,            5063.4,27.0,250.8,240.41,95.9,0.0,250.8,,
1219B       , 7&deg;48.019'N,142&deg; 0.939'W,            5063.4,15.0,137.0,138.55,101.1,0.0,158.0,,
1220A       ,10&deg;10.601'N,142&deg;45.492'W,            5217.9,12.0,114.0,118.68,104.1,0.0,114.0,,
1220B       ,10&deg;10.600'N,142&deg;45.503'W,            5217.9,20.0,166.0,144.65,87.1,36.0,202.0,,
1220C       ,10&deg;10.600'N,142&deg;45.515'W,            5217.9,17.0,153.6,116.12,75.6,50.5,204.1,,
1221A       ,12&deg; 1.999'N,143&deg;41.651'W,            5175.3,13.0,115.6,113.81,98.5,0.0,115.6,,
1221B       ,12&deg; 1.988'N,143&deg;41.653'W,            5175.1,2.0,14.2,14.53,102.3,0.0,14.2,,
1221C       ,12&deg; 1.987'N,143&deg;41.651'W,            5174.4,12.0,100.2,54.07,54.0,57.1,157.3,,
1221D       ,12&deg; 1.976'N,143&deg;41.652'W,            5174.4,4.0,17.8,2.28,12.8,138.2,156.0,,
1222A       ,13&deg;48.978'N,143&deg;53.348'W,            4988.7,12.0,107.3,74.64,69.6,0.0,107.3,,
1222B       ,13&deg;48.978'N,143&deg;53.337'W,            4990.7,7.0,64.4,63.77,99.0,0.0,64.4,,
1223A       ,22&deg;58.410'N,155&deg;39.259'W,            4235.1,6.0,41.0,23.54,57.4,0.0,41.0,,
1224A       ,27&deg;53.369'N,141&deg;58.754'W,            4966.1,6.0,32.2,1.67,5.2,0.0,32.2,,
1224B       ,27&deg;53.370'N,141&deg;58.754'W,            4970.4,1.0,0.2,0.2,100.0,0.0,0.2,,
1224C       ,27&deg;53.369'N,141&deg;58.757'W,            4967.1,1.0,6.5,6.53,100.5,0.0,6.5,,
1224D       ,27&deg;53.370'N,141&deg;58.752'W,            4967.1,5.0,33.5,15.65,46.7,31.2,64.7,,
1224E       ,27&deg;53.363'N,141&deg;58.757'W,            4967.1,3.0,28.7,14.91,52.0,8.0,36.7,,
1224F       ,27&deg;53.363'N,141&deg;58.757'W,            4967.1,17.0,146.8,37.7,25.7,0.0,174.5,,
1225A       , 2&deg;46.247'N,110&deg;34.289'W,            3761.3,35.0,315.6,321.65,101.9,4.0,319.6,,
1225B       , 2&deg;46.253'N,110&deg;34.289'W,            3760.1,1.0,9.0,8.96,99.6,0.0,9.0,,
1225C       , 2&deg;46.257'N,110&deg;34.289'W,            3760.2,33.0,304.3,305.51,100.4,1.0,305.3,,
1226A       , 3&deg; 5.669'S, 90&deg;49.079'W,            3296.9,1.0,9.5,9.43,99.3,0.0,9.5,,
1226B       , 3&deg; 5.669'S, 90&deg;49.079'W,            3297.0,47.0,418.9,413.69,98.8,2.5,421.4,,
1226C       , 3&deg; 5.648'S, 90&deg;49.079'W,            3296.4,1.0,7.9,7.91,100.1,0.0,7.9,,
1226D       , 3&deg; 5.646'S, 90&deg;49.081'W,            3296.7,1.0,7.6,7.64,100.5,0.0,7.6,,
1226E       , 3&deg; 5.643'S, 90&deg;49.079'W,            3296.4,25.0,227.5,226.96,99.8,190.9,418.4,,
1227A       , 8&deg;59.463'S, 79&deg;57.350'W,             427.5,18.0,151.1,100.51,66.5,0.0,151.1,,
1227B       , 8&deg;59.453'S, 79&deg;57.350'W,             427.1,3.0,24.0,24.67,102.8,0.0,24.0,,
1227C       , 8&deg;59.447'S, 79&deg;57.348'W,             426.3,3.0,26.8,27.25,101.7,0.0,26.8,,
1227D       , 8&deg;59.447'S, 79&deg;57.361'W,             426.6,8.0,74.0,54.84,74.1,0.0,74.0,,
1227E       , 8&deg;59.442'S, 79&deg;57.360'W,             427.2,4.0,26.9,26.72,99.3,0.0,26.9,,
1228A       ,11&deg; 3.872'S, 78&deg; 4.670'W,             262.2,23.0,196.9,126.35,64.2,4.0,200.9,,
1228B       ,11&deg; 3.862'S, 78&deg; 4.664'W,             262.3,7.0,55.3,51.1,92.4,0.0,55.3,,
1228C       ,11&deg; 3.855'S, 78&deg; 4.666'W,             261.5,1.0,7.5,7.53,100.4,0.0,7.5,,
1228D       ,11&deg; 3.851'S, 78&deg; 4.671'W,             261.5,3.0,26.6,27.25,102.4,0.0,26.6,,
1228E       ,11&deg; 3.841'S, 78&deg; 4.669'W,             261.7,2.0,8.3,9.23,111.2,0.0,8.3,,
1229A       ,10&deg;58.572'S, 77&deg;57.459'W,             152.2,22.0,192.9,133.1,69.0,1.5,194.4,,
1229B       ,10&deg;58.570'S, 77&deg;57.458'W,             153.7,4.0,25.4,24.84,97.8,0.0,25.4,,
1229C       ,10&deg;58.568'S, 77&deg;57.468'W,             151.2,1.0,8.8,8.8,100.0,0.0,8.8,,
1229D       ,10&deg;58.567'S, 77&deg;57.470'W,             151.2,15.0,115.8,100.97,87.2,0.0,115.8,,
1229E       ,10&deg;58.565'S, 77&deg;57.481'W,             151.3,13.0,121.5,99.64,82.0,0.0,121.5,,
1230A       , 9&deg; 6.753'S, 80&deg;35.010'W,            5086.2,39.0,277.3,187.33,67.6,1.0,278.3,,
1230B       , 9&deg; 6.741'S, 80&deg;35.011'W,            5085.5,14.0,102.0,98.33,96.4,3.0,105.0,,
1230C       , 9&deg; 6.737'S, 80&deg;35.011'W,            5086.4,2.0,14.0,14.42,103.0,0.0,14.0,,
1230D       , 9&deg; 6.734'S, 80&deg;35.013'W,            5086.9,2.0,13.5,14.22,105.3,0.0,13.5,,
1230E       , 9&deg; 6.726'S, 80&deg;35.009'W,            5086.9,5.0,34.5,35.49,102.9,1.5,36.0,,
1231A       ,12&deg; 1.265'S, 81&deg;54.241'W,            4812.6,1.0,9.5,10.13,106.6,0.0,9.5,,
1231B       ,12&deg; 1.264'S, 81&deg;54.240'W,            4813.7,14.0,115.8,115.3,99.6,1.5,117.3,,
1231C       ,12&deg; 1.252'S, 81&deg;54.240'W,            4812.5,2.0,15.1,15.27,101.1,0.0,15.1,,
1231D       ,12&deg; 1.241'S, 81&deg;54.241'W,            4812.3,13.0,121.9,111.57,91.5,0.0,121.9,,
1231E       ,12&deg; 1.231'S, 81&deg;54.239'W,            4812.5,14.0,119.1,118.57,99.6,0.0,119.1,,
1232A       ,39&deg;53.470'S, 75&deg;54.082'W,            4078.6,39.0,371.3,288.77,77.8,0.0,371.3,,
1232B       ,39&deg;53.453'S, 75&deg;54.079'W,            4069.5,10.0,90.1,96.3,106.9,0.0,90.1,,
1232C       ,39&deg;53.440'S, 75&deg;54.082'W,            4068.9,4.0,33.2,31.68,95.4,0.0,33.2,,
1233A       ,41&deg; 0.001'S, 74&deg;26.998'W,             837.5,1.0,9.5,9.94,104.6,2.5,12.0,,
1233B       ,41&deg; 0.001'S, 74&deg;26.998'W,             837.5,11.0,100.0,102.01,102.0,9.5,109.5,,
1233C       ,41&deg; 0.003'S, 74&deg;26.992'W,             837.7,13.0,116.3,121.75,104.7,0.0,116.3,,
1233D       ,41&deg; 0.009'S, 74&deg;26.991'W,             839.2,13.0,110.3,114.88,104.2,2.0,112.3,,
1233E       ,41&deg; 0.013'S, 74&deg;26.982'W,             838.1,8.0,74.9,73.65,98.3,26.6,101.5,,
1234A       ,36&deg;13.153'S, 73&deg;40.909'W,            1015.6,22.0,205.2,189.02,92.1,0.0,205.2,,
1234B       ,36&deg;13.150'S, 73&deg;40.903'W,            1014.0,19.0,180.4,169.71,94.1,2.0,182.4,,
1234C       ,36&deg;13.156'S, 73&deg;40.894'W,            1014.4,8.0,76.0,76.42,100.6,3.1,79.1,,
1235A       ,36&deg; 9.591'S, 73&deg;33.990'W,             489.7,20.0,181.3,182.78,100.8,0.0,181.3,,
1235B       ,36&deg; 9.592'S, 73&deg;33.983'W,             488.5,19.0,176.2,178.81,101.5,0.0,176.2,,
1235C       ,36&deg; 9.599'S, 73&deg;33.976'W,             488.5,16.0,152.0,151.83,99.9,0.5,152.5,,
1236A       ,21&deg;21.539'S, 81&deg;26.160'W,            1323.7,24.0,207.7,197.23,95.0,0.0,207.7,,
1236B       ,21&deg;21.541'S, 81&deg;26.165'W,            1322.5,13.0,122.8,125.1,101.9,0.0,122.8,,
1236C       ,21&deg;21.538'S, 81&deg;26.170'W,            1322.5,18.0,164.5,167.74,102.0,2.8,167.3,,
1237A       ,16&deg; 0.420'S, 76&deg;22.680'W,            3212.7,1.0,9.5,9.95,104.7,1.0,10.5,,
1237B       ,16&deg; 0.421'S, 76&deg;22.680'W,            3212.7,34.0,317.4,331.35,104.4,0.0,317.4,,
1237C       ,16&deg; 0.422'S, 76&deg;22.685'W,            3211.9,33.0,313.3,323.7,103.3,2.0,315.3,,
1237D       ,16&deg; 0.421'S, 76&deg;22.693'W,            3211.9,11.0,104.5,106.05,101.5,148.5,253.0,,
1238A       , 1&deg;52.310'S, 82&deg;46.940'W,            2202.2,46.0,430.6,409.77,95.2,0.0,430.6,,
1238B       , 1&deg;52.310'S, 82&deg;46.934'W,            2202.2,21.0,198.0,209.5,105.8,3.0,201.0,,
1238C       , 1&deg;52.310'S, 82&deg;46.928'W,            2203.2,18.0,162.5,167.85,103.3,5.0,167.5,,
1239A       , 0&deg;40.320'S, 82&deg; 4.850'W,            1414.7,55.0,515.4,515.1,99.9,0.0,515.4,,
1239B       , 0&deg;40.321'S, 82&deg; 4.860'W,            1413.3,42.0,396.7,407.32,102.7,2.0,398.7,,
1239C       , 0&deg;40.320'S, 82&deg; 4.870'W,            1413.3,12.0,114.0,119.65,105.0,3.3,117.3,,
1240A       , 0&deg; 1.311'N, 86&deg;27.750'W,            2922.4,28.0,253.0,264.03,104.4,0.0,253.0,,
1240B       , 0&deg; 1.311'N, 86&deg;27.756'W,            2920.2,26.0,246.2,254.8,103.5,2.0,248.2,,
1240C       , 0&deg; 1.311'N, 86&deg;27.760'W,            2920.2,8.0,76.0,75.3,99.1,4.2,80.2,,
1240D       , 0&deg; 1.311'N, 86&deg;27.766'W,            2920.2,3.0,28.5,28.41,99.7,3.2,31.7,,
1241A       , 5&deg;50.570'N, 86&deg;26.670'W,            2027.3,43.0,394.4,404.86,102.7,0.0,394.4,,
1241B       , 5&deg;50.570'N, 86&deg;26.681'W,            2025.8,32.0,303.6,302.23,99.5,91.4,395.0,,
1241C       , 5&deg;50.570'N, 86&deg;26.692'W,            2027.2,11.0,101.0,103.05,102.0,42.5,143.5,,
1242A       , 7&deg;51.352'N, 83&deg;36.402'W,            1363.4,27.0,250.8,260.11,103.7,0.0,250.8,,
1242B       , 7&deg;51.353'N, 83&deg;36.413'W,            1365.2,27.0,250.5,259.24,103.5,5.5,256.0,,
1242C       , 7&deg;51.352'N, 83&deg;36.424'W,            1363.1,18.0,166.5,170.95,102.7,5.5,172.0,,
1242D       , 7&deg;51.353'N, 83&deg;36.435'W,            1363.1,8.0,76.0,80.15,105.5,15.5,91.5,,
1243A       , 5&deg;18.054'N,110&deg; 4.580'W,            3871.3,0.0,0.0,0.0,           ,212.0,212.0,,
1243B       , 5&deg;18.054'N,110&deg; 4.254'W,            3856.6,19.0,93.3,28.17,       30.2,102.0,195.3,,
1244A       ,44&deg;35.170'N,125&deg; 7.191'W,             896.7,1.0,9.5,9.99,      105.2,0.0,9.5,,
1244B       ,44&deg;35.170'N,125&deg; 7.192'W,             896.0,6.0,54.1,56.85,      105.1,0.0,54.1,,
1244C       ,44&deg;35.178'N,125&deg; 7.190'W,             895.1,39.0,332.0,315.5,       95.0,1.5,333.5,,
1244D       ,44&deg;35.186'N,125&deg; 7.190'W,             895.1,0.0,0.0,0.0,           ,380.0,380.0,,
1244E       ,44&deg;35.171'N,125&deg; 7.172'W,             893.3,19.0,135.8,137.73,      101.4,114.2,250.0,,
1244F       ,44&deg;35.169'N,125&deg; 7.170'W,             896.3,4.0,24.1,24.9,      103.3,0.0,24.1,,
1245A       ,44&deg;35.170'N,125&deg; 8.946'W,             875.6,0.0,0.0,0.0,           ,380.0,380.0,,
1245B       ,44&deg;35.159'N,125&deg; 8.946'W,             869.7,53.0,471.7,418.02,       88.6,2.0,473.7,,
1245C       ,44&deg;35.170'N,125&deg; 8.931'W,             868.6,29.0,198.7,185.31,       93.3,3.0,201.7,,
1245D       ,44&deg;35.169'N,125&deg; 8.931'W,             870.1,3.0,24.0,24.82,      103.4,0.0,24.0,,
