Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
138,851.0,B,Post Moratorium          ,163.85,6.535,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,165.3,6.554,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,167.0,6.575,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,168.2,6.596,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,174.65,6.621,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,177.2,6.64,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,178.85,6.669,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,179.65,6.69,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,180.75,6.711,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,181.45,6.742,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,183.4,6.803,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,183.95,6.822,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,184.85,6.839,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,186.2,6.88,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,188.25,6.954,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,189.7,6.976,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,190.25,6.999,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,193.5,7.07,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,195.45,7.117,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,196.7,7.141,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,197.55,7.163,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,199.05,7.204,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,199.9,7.238,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,200.35,7.257,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,200.9,7.28,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,202.75,7.333,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,203.95,7.38,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,204.9,7.404,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,205.75,7.449,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,206.9,7.474,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,207.45,7.496,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,208.85,7.519,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,209.85,7.541,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,210.4,7.565,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,211.85,7.592,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,212.65,7.611,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,214.35,7.65,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,216.6,7.691,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,218.3,7.74,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,219.35,7.763,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,220.5,7.784,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,221.5,7.807,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,222.15,7.83,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,223.1,7.855,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,223.95,7.878,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,225.55,7.899,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,226.0,7.921,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,228.3,7.972,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,229.5,7.993,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,231.46,8.069,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,233.81,8.144,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,234.86,8.186,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,235.36,8.208,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,235.91,8.235,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,236.16,8.247,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,236.26,8.301,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,238.46,8.351,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,239.26,8.373,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,239.91,8.394,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,242.11,8.434,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,243.91,8.47,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,244.51,8.508,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,245.96,8.547,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,249.11,8.661,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,249.46,8.682,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,249.81,8.704,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,251.26,8.755,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,252.61,8.776,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,254.41,8.816,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,255.31,8.833,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,258.01,8.872,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,258.76,8.89,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,259.41,8.907,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,260.06,8.926,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,260.81,8.947,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,262.3,8.99,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,263.2,9.018,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,265.25,9.062,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,265.85,9.084,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,269.5,9.199,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,271.5,9.269,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,271.8,9.28,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,272.0,9.348,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,273.35,9.397,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,274.0,9.42,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,274.55,9.443,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,275.2,9.465,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,275.75,9.489,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,276.5,9.511,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,279.7,9.626,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,282.5,9.682,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,284.3,9.735,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,286.25,9.798,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,287.65,9.847,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,289.1,9.892,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,289.7,9.913,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,290.35,9.939,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,291.4,9.963,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,293.05,10.022,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,323.54,10.693,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,346.08,11.212,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,353.48,11.42,By site only; depth=mcd; Leg 138 SR p 79
138,851.0,B,Post Moratorium          ,370.63,12.0,By site only; depth=mcd; Leg 138 SR p 79
138,852.0,B,Initial Reports          ,0.0,0.0,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,9.05,0.73,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,11.75,0.91,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,12.67,0.98,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,21.08,1.66,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,22.62,1.88,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,29.7,2.47,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,35.46,2.92,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,36.31,2.99,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,37.32,3.08,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,38.44,3.18,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,41.25,3.4,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,46.4,3.88,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,47.78,3.97,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,50.15,4.1,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,51.8,4.24,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,54.47,4.4,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,55.87,4.47,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,57.33,4.57,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,61.64,4.77,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,72.03,5.35,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,76.28,5.53,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,79.2,5.68,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,93.2,6.42,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,106.0,7.5,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,114.45,7.9,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,116.66,8.21,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,117.26,8.41,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,117.99,8.5,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,118.99,8.71,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,119.26,8.8,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,119.63,8.92,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Initial Reports          ,128.3,9.94,By site only; depth=mcd; Leg 138 IR vol 2; p 989
138,852.0,B,Post Moratorium          ,0.0,0.0,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,0.53,0.039,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,0.73,0.056,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,1.11,0.088,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,1.65,0.127,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,2.17,0.171,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,2.23,0.184,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,2.37,0.22,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,2.57,0.24,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,2.65,0.247,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,2.93,0.278,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,3.11,0.308,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,3.23,0.326,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,3.61,0.349,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,4.05,0.388,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,4.37,0.422,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,4.61,0.446,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,5.11,0.479,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,5.65,0.51,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,6.31,0.579,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,6.49,0.614,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,6.77,0.628,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,6.95,0.659,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,7.51,0.681,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,8.09,0.712,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,8.17,0.717,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,8.85,0.772,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,9.05,0.783,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,9.49,0.824,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,10.09,0.863,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,10.65,0.908,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,11.17,0.957,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,11.29,0.978,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,12.17,1.05,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,12.97,1.092,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,13.25,1.114,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,13.97,1.166,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,14.25,1.205,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,14.75,1.243,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,15.35,1.283,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,15.91,1.337,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,16.57,1.379,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,16.87,1.4,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,17.21,1.431,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,17.87,1.493,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,18.19,1.528,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,18.61,1.567,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,19.17,1.606,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,19.59,1.645,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,19.79,1.664,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,20.73,1.75,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,21.39,1.811,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,21.57,1.832,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,21.71,1.854,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,21.91,1.875,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,22.51,1.947,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,22.65,1.958,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,22.93,1.986,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,23.35,2.023,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,23.57,2.042,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,24.09,2.075,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,24.45,2.097,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,24.81,2.14,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,25.33,2.19,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,25.69,2.233,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,25.99,2.278,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,26.43,2.305,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,26.73,2.336,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,27.25,2.377,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,27.43,2.39,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,27.85,2.438,By site only; depth=mcd; Leg 138 SR p 80
138,852.0,B,Post Moratorium          ,28.37,2.477,By site only; depth=mcd; Leg 138 SR p 80
